id,eng,chn
4748,submerge,vt.使浸没潜入水中覆盖vi.潜入水中浸没
4749,submit,vt.使服从屈服呈送递交主张vi.服从屈从忍受
4750,subordinate,a.下级的，辅助的
4751,subscribe,vi.订购，认购；预订
4752,subsequent,adj.随后的后来的
4753,subsidiary,a.辅助的，补充的
4754,subsidy,"n. 补助金,津贴"
4755,substance,n.物质实质本旨内容重要性财产
4756,substantial,adj.物质的坚固的实质的可观的大量的n.重要部份本质
4757,substitute,n.代替人代用品vt.用...代替代以代替
4758,subtle,a.微妙的；精巧的
4759,subtract,vt.减减去去掉扣掉vi.减少
4760,suburb,n.郊区郊外近郊
4761,subway,n.地道地下铁路
4762,succeed,vt.继...之后vi.成功成功继承接着发生
4763,success,n.成功成就胜利发财成功者成功的事物
4764,successful,adj.成功的结果良好的圆满的
4765,successfully,advS.成功地
4766,succession,n.连续继任继位继承继承权
4767,successive,adj.连续的接连的接二连三的
4768,successor,n.继承人，继任者
4769,such,adj.这样的如此的pron.这样的人或事adv.如此地
4770,suck,vt.吸吮啜吸收吸入vi.吸吸收奉承<俚>烂令人讨厌n.吸吮吸力
4771,sudden,adj.突然的意外的快速的出乎意料的n.突发之事
4772,suddenly,adv.突然地
4773,sue,"vt. 控告,请愿"
4774,suffer,vt.遭受忍受容许允vi.受苦患病受损失
4775,suffice,vi.足够；有能力
4776,sufficient,adj.足够的充分的
4777,sufficiently,adv.足够地充分地
4778,sugar,n.糖vt.使甜使具有吸引力vi.形成糖状变成颗粒状造枫糖浆
4779,suggest,vt.建议暗示启发要求
4780,suggestion,n.建议意见暗示迹象联想
4781,suicide,n.&vi.&vt.自杀
4782,suit,n.起拆诉讼请求套装vt.适合取悦满足
4783,suitable,adj.合适的适宜的adv.<古>合适地恰当地
4784,suitcase,n.小提箱，衣箱
4785,sulphur,n.硫(磺)硫黄
4786,sum,n.总数金额顶点概略一笔钱vi.共计总计概括
4787,summarize,vt.概括概述总结摘要而言
4788,summary,n.摘要概要一览adj.概要的简略的
4789,summer,n.夏夏季adj.夏季的v.度过夏天
4790,summit,n.顶点，最高点；极度
4791,summon,vt.召唤；鼓起(勇气)
4792,sun,n.太阳日阳光中心人物像太阳般的东西v.晒太阳
4793,Sunday,n.星期日礼拜日adj.星期日的
4794,sunlight,n.日光阳光
4795,sunny,adj.阳光充足的睛朗的明媚的快活的
4796,sunrise,n.日出(时分)
4797,sunset,n.日落(时分)衰落时期(尤指人的晚年)
4798,sunshine,n.(直射)日光阳光
4799,super,adj.极好的超级的n.主管人负责人警务长adv.特别格外
4800,superb,a.壮丽的；超等的
4801,superficial,adj.表面的肤浅的
4802,superior,adj.较高的优越的上层的上好的出众的高傲的n.上级高手上标
4803,superiority,n.优越(性)，优势
4804,supermarket,n.超级市场
4805,supersonic,a.超声的，超声速的
4806,supervise,vt.&vi.监督，监视
4807,supper,n.晚饭晚餐晚餐会
4808,supplement,n.补充物补充增刊增补vt.补充增补
4809,supplementary,"a.补足,补充,追加的"
4810,supply,n.补给供给供应贮备vt.补给供给提供提供足够以满足
4811,support,vt.支撑支持供养帮助n.支持援助供养
4812,suppose,"vt.猜想假定让以为认为应该获准(be suppose to)让(虚拟语
气)vi.推测"
4813,suppress,vt.镇压；抑制；隐瞒
4814,supreme,adj.最高的最大的至上的极度的
4815,sure,adj.确信的确实的肯定的adv.当然确实地无疑地
4816,surely,adv.确实稳当地安全地
4817,surface,"n.地面表面外表平面adj.表面的肤浅的vt.在...上加表层使...
成平面vi.浮到水面披露出来在表面工作"
4818,surge,"n.vt. 激增,奔放,汹涌,澎湃"
4819,surgeon,n.外科医师；军医
4820,surgery,n.外科外科手术诊所
4821,surname,n.姓vt.冠姓
4822,surpass,vt.超过，超越，胜过
4823,surplus,n.过剩，剩余(物资)
4824,surprise,vt.使惊奇使诧异奇袭突然袭击n.惊奇诧异惊讶突然袭击
4825,surprising,adj.惊人的出人意外的令人惊讶的动词surprise的现在分词
4826,surprisingly,adv.惊人地(意外地)
4827,surrender,v.交出让与投降屈服n.投降屈服放弃
4828,surround,vt.围围绕圈住包围环绕n.环绕物
4829,surroundings,n.周围的事物环境名词surrounding的复数形式
4830,survey,vt.俯瞰检查调查测量勘定纵览环视n.调查纵览视察测量
4831,survival,n.幸存，残存；幸存者
4832,survive,vt.幸免于比...活得长艰难度过vi.活下来活着继续存在
4833,susceptible,"a. 易受影响的,易感动的"
4834,suspect,vt.怀疑猜想vi.疑心猜想n.嫌疑犯adj.令人怀疑的不可信的
4835,suspend,vt.吊推迟悬挂暂停取消vi.悬挂中止停止偿付债务
4836,suspension,"n. 悬挂,暂停,中止"
4837,suspicion,n.怀疑疑心猜疑
4838,suspicious,a.可疑的；猜疑的
4839,sustain,vt.支撑支持供养忍受承受经受维持认可
4840,swallow,"n.燕子吞咽一次吞咽的量vt.吞下咽下忍受不流露感情收回vi.咽
口水忍气吞声吞下咽下"
4841,swamp,n.沼泽沼泽地湿地v.淹没陷于沼泽
4842,swan,n.天鹅vi.闲荡游荡
4843,swarm,n.一大群蜂窝vi.密集云集充满
4844,sway,vt.& vi.摇摆摇动支配影响n.摇摆动摇支配
4845,swear,vt.宣(誓)发誓vi.诅咒n.宣誓誓言
4846,sweat,"n.汗汗水(凝结在物体表面的)水珠焦急繁重工作vi.出汗渗出焦
躁辛苦工作vt.(使)出汗使渗出榨取逼问使焦虑"
4847,sweater,n.厚运动衫毛线衫毛衣出汗者
4848,sweep,"vt.扫扫过扫除拂去刮起掠过席卷扫视全胜vi.打扫席卷昂首阔步
地走连绵全胜n.扫除席卷搜寻挥动范围风帆(竞赛中)全胜连绵一
片赌金"
4849,sweet,adj.甜的愉快的可爱的n.糖甜食adv.甜蜜地
4850,swell,"vi.膨胀隆起增长vt.(使)膨胀(使)鼓起(使)增长n.膨胀肿胀增大
衣着时髦的人风头人物adj.<口>很棒的一流的时髦的"
4851,swift,"adj.快的反应快的迅速的n.雨燕线轴n.斯威夫特(人名)adv.快速
地"
4852,swim,vi.游游泳眼花n.游泳
4853,swing,vi.摇摆回转旋转动摇n.摇摆改变冲力
4854,Swiss,adj.瑞士的n.瑞士人
4855,switch,n.开关转换鞭子vt.转换改变交换鞭打n.(女用)假发
4856,sword,n.剑刀
4857,symbol,n.象征符号记号标志
4858,symmetry,n.对称(性)，匀称
4859,sympathetic,adj.同情的和谐的共鸣的n.交感神经
4860,sympathize,vi.同情同感共鸣
4861,sympathy,n.同情同情心一致同感赞同慰问
4862,symphony,n.交响乐；交响乐团
4863,symposium,n.酒会；座谈会
4864,symptom,n.症状，征候，征兆
4865,synthesis,n.合成；综合，综合物
4866,synthetic,adj.综合的合成的人造的n.人工制品
4867,system,n.系统体系制度
4868,systematic(al),adj.有系统的有条理的有计划的分类的体系的
4869,table,"n.桌子台子餐桌表格项目表vt.将...放于桌上提交讨论搁置列入
表中adj.桌子的"
4870,tablet,n.碑，匾；药片
4871,tackle,vt.解决，对付 n.用具
4872,tactics,n.策略；战术，兵法
4873,tag,"n.附加语附属物名称谚语标签vt.附以签条尾随添饰指责连接vi.
紧随尾随"
4874,tail,"n.尾巴尾部后部辫子跟随者(复)tails：燕尾服(硬币的)反面vt.
跟踪盯...的梢为...装尾巴vi.尾随附于其后逐渐减少n.限嗣继
承adj.限嗣继承的"
4875,tailor,n.裁缝vt.裁制衣服剪裁vi.做裁缝
4876,take,vt.拿抓吃拿走取修(课程)花费记录认为搭乘n.拿取取得物
4877,tale,n.故事传说叙述谎话总计
4878,talent,n.天才才能人才天资
4879,talk,vi.讲话说vt.谈论商讨n.谈话会谈讲话讨论
4880,tall,adj.高的身材高的难以置信的难以办成的夸大的adv.夸大地
4881,tame,adj.驯服的顺从的柔顺的乏味的vt.驯养使...驯服vi.变得驯服
4882,tan,n.棕褐色黝黑adj.棕黄色的棕褐色的v.晒黑鞣(革)使晒成棕褐色
4883,tangle,vt.使缠结，使纠缠
4884,tank,n.坦克大容器槽箱罐贮水池vt.把...储于槽中
4885,tap,"n.龙头塞子窃听轻拍轻敲鞋掌vi.轻拍轻击补鞋掌选择vt.装龙头
窃听利用开发"
4886,tape,"n.线带磁带录音带磁带胶布v.(用带子)捆录音adj.录音的, 用来
录音的"
4887,tar,n.柏油，焦油
4888,target,n.靶标的目标对象vt.把...作为目标瞄准
4889,tariff,"n.关税,价格表,收费表 vt. 课以关税"
4890,task,n.任务工作作业vt.交给某人(任务)
4891,taste,vt.尝尝到品尝尝试有...味道的n.味觉味道品味尝试
4892,tax,n.税税款负担重负vt.课税使...负重荷斥责
4893,taxi,n.出租汽车v.用出租车运送乘计程车(飞机)滑行
4894,tea,n.茶茶叶茶树茶点
4895,teach,vt.讲教育教教书教导教训vi.给予指导
4896,teacher,n.教师老师先生
4897,teaching,n.教学教义讲授教导adj.教学的动词teach的现在分词
4898,team,n.队组vt.协同工作vi.结成一队adj.团队的
4899,tear,"n.眼泪泪珠(撕破的)洞或裂缝撕扯vt.撕掉撕开撕裂扯下扰乱vi.
流泪撕破"
4900,tease,vt.逗乐，戏弄；强求
4901,technical,adj.技术的工艺的
4902,technician,n.技术员技师
4903,technique,n.技术技巧技能
4904,technology,n.工艺学工艺技术
4905,tedious,adj.冗长乏味的单调乏味的沉闷的
4906,teenager,n.青少年13岁到19岁的年轻人
4907,telegram,n.电报vt.向...发电报
4908,telegraph,n.电报机电报vt.打电报显示
4909,telephone,n.电话vi.打电话
4910,telescope,n.望远镜v.缩短压缩
4911,television,n.电视电视机电视节目电视行业
4912,tell,vt.讲述吩咐辨别告诉vi.讲述告诉产生效果告发
4913,temper,n.调剂韧度回火度心情情绪脾气性情vt.使缓和调和vt.使回火
4914,temperament,"n. 气质,性质,性情"
4915,temperature,n.温度体温气温发烧
4916,temple,n.圣堂神殿庙宇寺院
4917,tempo,"n. 拍子,速率,节奏"
4918,temporary,adj.暂时的n.临时工
4919,tempt,vt.引诱诱惑吸引勾引
4920,temptation,n.诱惑引诱
4921,ten,num.十十个
4922,tenant,n.承担人房客佃户占用者vt.租借租赁
4923,tend,vt.照管照料护理趋向易于走向倾向
4924,tendency,n.趋向趋势倾向
4925,tender,"adj.嫩的脆弱的温柔的亲切的敏感的未成熟的痛的(船)易倾斜的
v.提供投标(使)变柔软n.提出投标支付偿还照管人补给船煤水车"
4926,tennis,n.网球网球运动
4927,tense,n.(动词)时态时adj.拉紧的绷紧的紧张的v.使紧绷拉紧
4928,tent,n.帐篷v.住帐篷宿营
4929,tentative,"n.试验,假设a.试验性,暂时的"
4930,tenth,num.第十十分之一n.第十十分之一
4931,term,n.期学期条件词术语名词期限条款vt.把...称为
4932,terminal,adj.末端的终点的晚期的(每)学期的n.末端终端机终点终点站
4933,terminate,vt.&vi.停止，终止
4934,terrace,n.平台，阳台，露台
4935,terrain,"n. 地带,地域,范围,领域"
4936,terrible,adj.可怕的极度的糟糕的
4937,terrific,adj.可怕的极大的极好的非常的
4938,terrify,vt.使恐怖，使惊吓
4939,territory,n.领土版图领域范围
4940,terror,n.恐怖惊骇<口>令人惧怕或讨厌的人或事物
4941,test,n.测试试验考验vt.测试试验接受测验adj.测试的
4942,testify,v.证明，证实，作证
4943,testimony,"n. 证言,证据,声明"
4944,text,n.原文本文课文正文v.发短信
4945,textbook,n.课本教科书
4946,textile,n.纺织品adj.纺织的
4947,texture,n. 质地，纹理
4948,than,conj.(比较级)比prep.比(用于两者之间的比较)
4949,thank,vt.谢谢感谢n.感谢谢意
4950,thanksgiving,n.感恩节
4951,that,"adj.如此的上文提到的特定的pron.那adv.那样非常conj.引导从
句"
4952,the,"art.(定冠词)这那这些那些adv.(用于比较级前)更加(用于形容
词、副词比较级前)越...越..."
4953,theatre,n.戏院戏剧教室=theater
4954,theft,n.盗窃，偷窃(行为)
4955,their,pron.他(她、它)们的adj.他们的她们的它们的
4956,theirs,pron.他(她)们的东西
4957,them,pron.(宾格)他(她、它)们
4958,theme,n.题目；词干；主旋律
4959,themselves,pron.他(她、它)们自己
4960,then,adv.当时然后那么而且adj.当时的n.当时
4961,theoretical,adj.理论(上)的
4962,theory,n.理论原理学说意见
4963,therapy,n. 治疗
4964,there,"adv.在那里在那点上从那里到那里n.那一点那个地方pron.表示
存在(与be连用)"
4965,thereafter,ad.此后，以后
4966,thereby,adv.因此从而由此
4967,therefore,adv.因此所以
4968,thermal,a.热的；温泉的
4969,thermometer,n.温度计寒暑表
4970,these,adj. &pron.这些
4971,thesis,n.论题，论点；论文
4972,they,pron.(主格)他(她)们
4973,thick,adj.厚的粗的密的浓adv.厚浓密n.密集处最厚处
4974,thickness,n.厚(度)密(度)一层含混不清
4975,thief,n.窃贼偷窃犯小偷
4976,thin,adj.薄的淡的稀的vi.变薄变瘦adv.薄薄地稀疏地
4977,thing,n.物用品事情况(复)things：所有物财产用品
4978,think,vt.想想要认为考虑记起n.想
4979,third,num.第三三分之一adj.第三的三分之一的
4980,thirdly,adv.第三
4981,thirst,n.渴口渴渴望vi.(for)渴望渴求
4982,thirsty,adj.口渴的渴望的
4983,thirteen,num.十三十三个
4984,thirty,num.三十三十个
4985,this,adj.这今pron.这这个adv.这么这样
4986,thorn,n.刺，棘；荆棘；蒺藜
4987,thorough,adj.彻底的详尽的完全的精心的
4988,those,pron.那些adj.那些
4989,though,conj.虽然尽管adv.可是然而不过
4990,thought,n.思想思维想法观念意向动词think的过去式和过去分词
4991,thoughtful,adj.沉思的体贴的
4992,thousand,num.千千个n.无数千(复)thousands：成千上万许许多多
4993,thread,"n.线细丝螺纹头绪线索思路vt.穿线于穿过遍布vi.小心地通过蜿
蜒前进滴下成丝状"
4994,threat,n.威胁恐吓凶兆vt.威胁恐吓
4995,threaten,vt. &vi.威胁恐吓
4996,three,num.三三个pron. & adj.三(个只...)
4997,threshold,n.门槛；入门，开端
4998,thrill,n.一阵激动震颤激动v.(使)震颤兴奋激动
4999,thrive,vi.兴旺繁荣旺盛茁壮成长
5000,throat,n.咽喉喉咙嗓音vt.低语压着嗓子说(唱)
5001,throne,n.宝座御座王位君主
5002,throng,n.群人群群众一大群大量vt.挤满群集挤压adj.拥挤的忙的
5003,through,"prep.经过穿过凭借adv.从头到尾穿越完全adj.完成的完结的贯
穿的直通的"
5004,throughout,prep.遍及贯穿adv.到处自始至终
5005,throw,vt.投掷抛扔n.投掷抛
5006,thrust,vt.插刺推挤n.插讽刺推力刺力推
5007,thumb,n.(大)拇指v.翻阅示意要求搭车
5008,thunder,n.雷雷声vi.打雷轰隆地响vt.吼出大声喊出
5009,Thursday,n.星期四
5010,thus,adv.如此这样因而因此从而
5011,tick,"n.滴答声记号勾号虱类扁虱被套枕套褥套条纹厚棉布<英>赊账赊
欠vt.给...标记号vi.滴答作响运作"
5012,ticket,n.票券标签罚款单纲领传票vt.加标签于售票
5013,tide,n.潮潮汐潮流潮水趋势
5014,tidy,"adj.整洁的整齐的<口>相当大的vt.使整洁整理vi.整理收拾
n.(沙发,椅子等的)背罩装杂物的容器"
5015,tie,n.领带结束缚不分胜负联系vt.系约束捆绑vi.打结连结
5016,tiger,n.老虎凶残之人
5017,tight,adj.紧的紧身的严厉的密集的拮据的adv.紧紧地牢固地迅速地
5018,tile,n.瓦片，瓷砖；贴砖
5019,till,prep.& conj.直到...为止vt.耕作n.放钱的抽屉冰碛
5020,tilt,vt.&vi.(使)倾斜
5021,timber,n.木材，木料
5022,time,"n.时间时机次数回倍vt.为...安排时间计时定时乘adj.根据时间
的时间上的"
5023,timely,a.及时的；适时的
5024,timetable,n.时间表时刻表课程表
5025,timid,a.胆怯的；羞怯的
5026,tin,n.锡罐头听头adj.锡制的vt.镀锡于
5027,tiny,adj.微小的极小的
5028,tip,"n.梢末端尖尖端小费提示轻击翻倒倾斜vi.给小费装顶端去掉...
的顶部倾斜翻倒vt.轻击"
5029,tire,vi.疲劳累厌倦vt.使疲倦厌烦n.轮胎金属圈
5030,tired,"adj.疲劳的疲倦的累的厌倦的装备以轮胎的动词tire的过去式和
过去分词形式"
5031,tissue,n.薄绢薄纸(生物的)组织织物纸巾
5032,title,n.标题题目称号头衔称号vt.予称号加标题于adj.标题的
5033,to,"prep.(表示方向)到向达到(表示间接关系)给离对于为了adv.(表
示方向)去(门)关上"
5034,toast,n.烤面包吐司祝酒祝酒词被祝酒的人vt.烘烤vi. (为... )祝酒
5035,tobacco,n.烟草烟叶
5036,today,adv.在今天现在当今n.今天当今adj.现在的
5037,toe,n.脚趾足尖vt.趾触趾踢vi.踮着脚尖走
5038,together,adv.共同一起adj.妥当的镇定的
5039,toilet,n.厕所盥洗室浴室梳洗打扮礼服创口洗涤v.打扮使用厕所
5040,token,n.象征；辅币；纪念品
5041,tolerance,n.忍受容忍忍耐力宽容公差
5042,tolerant,a.容忍的；有耐力的
5043,tolerate,vt.忍受容忍宽恕
5044,tomato,n.番茄西红柿
5045,tomb,n.坟冢vt.埋葬
5046,tomorrow,adv.在明天n.明天将来
5047,ton,n.吨大量
5048,tone,"n.音腔调声调音调语气品质色调vt.使更健壮装腔作势地说定调
调色vi.调和(颜色)呈现悦目色调"
5049,tongue,n.舌舌头舌状物语言口才v.舔用舌吹奏管乐器发音
5050,tonight,adv.在今夜n.今夜
5051,too,adv.也还太过分很
5052,tool,"n.工具器具用具手段被利用者印压的图案vt.用工具加工vi.使用
工具"
5053,tooth,n.牙齿齿状物粗糙表面嗜好(复)teeth
5054,top,n.顶顶部首位adj.顶的最高的顶端的v.高过加顶高耸
5055,topic,n.题目论题话题
5056,torch,n.火炬火把手电筒纵火犯v.用火炬点燃
5057,torrent,n.奔流激流洪流山洪adj.奔流的汹涌的
5058,tortoise,n.龟乌龟
5059,torture,n.拷问折磨痛苦vt.拷打拷问使痛苦曲解
5060,toss,vt. &vi.扔抛掷投掷摇荡辗转n.投掷震荡
